Rank,Name,Age,Link,Favorites,Animeography,PFP
555,"Boa, Hancock",29,https://myanimelist.net/character/16342/Hancock_Boa,3658,"One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai, One Piece, One Piece Film: Strong World Episode 0",https://cdn.myanimelist.net/images/characters/14/146013.jpg
556,"Kousaka, Kirino",14,https://myanimelist.net/character/24544/Kirino_Kousaka,3644,"Ore no Imouto ga Konnani Kawaii Wake ga Nai, Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary, Ore no Imouto ga Konnani Kawaii Wake ga Nai.",https://cdn.myanimelist.net/images/characters/8/101419.jpg
557,"Lockser, Juvia",undefined,https://myanimelist.net/character/9719/Juvia_Lockser,3638,"Fairy Tail, Fairy Tail OVA, Fairy Tail Movie 1: Houou no Miko",https://cdn.myanimelist.net/images/characters/12/262225.jpg
558,"Braun, Gabi",12,https://myanimelist.net/character/149205/Gabi_Braun,3630,"Shingeki no Kyojin: The Final Season, Shingeki no Kyojin: The Final Season Part 2, Shingeki no Kyojin: The Final Season Specials",https://cdn.myanimelist.net/images/characters/4/431018.jpg
559,Deidara,19,https://myanimelist.net/character/1902/Deidara,3623,"Naruto, Naruto: Shippuuden, Naruto SD: Rock Lee no Seishun Full-Power Ninden",https://cdn.myanimelist.net/images/characters/9/131319.jpg
560,"Ibuki, Fuuko",undefined,https://myanimelist.net/character/4601/Fuuko_Ibuki,3621,"Clannad, Clannad: After Story, Kaginado",https://cdn.myanimelist.net/images/characters/2/79593.jpg
561,"Sakurasawa, Sumi",19,https://myanimelist.net/character/171851/Sumi_Sakurasawa,3617,"Kanojo, Okarishimasu: Date Movie, Kanojo, Okarishimasu 2nd Season: Date Movie, Kanojo, Okarishimasu Petit Special",https://cdn.myanimelist.net/images/characters/9/484263.jpg
562,"Toshinou, Kyouko",14,https://myanimelist.net/character/35871/Kyouko_Toshinou,3608,"Yuru Yuri, Yuru Yuri♪♪, Yuru Yuri Nachuyachumi!",https://cdn.myanimelist.net/images/characters/2/516864.jpg
563,Shirayuki,18,https://myanimelist.net/character/18323/Shirayuki,3607,"Akagami no Shirayuki-hime, Akagami no Shirayuki-hime 2nd Season, Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",https://cdn.myanimelist.net/images/characters/11/229461.jpg
564,"Zuberg, Alice",11,https://myanimelist.net/character/75450/Alice_Zuberg,3606,"Sword Art Online: Alicization, Sword Art Online: Alicization - War of Underworld, Sword Art Online: Alicization - War of Underworld Reflection",https://cdn.myanimelist.net/images/characters/7/348874.jpg
565,"Samejima, Mamimi",undefined,https://myanimelist.net/character/632/Mamimi_Samejima,3603,FLCL,https://cdn.myanimelist.net/images/characters/13/218999.jpg
566,"Oshino, Meme",undefined,https://myanimelist.net/character/22552/Meme_Oshino,3597,"Bakemonogatari, Bakemonogatari Recap, Kizumonogatari I: Tekketsu-hen",https://cdn.myanimelist.net/images/characters/7/532734.jpg
567,"Tsuyuri, Kanao",16,https://myanimelist.net/character/151142/Kanao_Tsuyuri,3594,"Kimetsu no Yaiba, Kimetsu no Yaiba: Yuukaku-hen, Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Kimetsu no Utage Tokubetsu-hen",https://cdn.myanimelist.net/images/characters/2/384712.jpg
568,Fushi,800,https://myanimelist.net/character/151067/Fushi,3583,"Fumetsu no Anata e, Fumetsu no Anata e Season 2, Fumetsu no Anata e Season 3",https://cdn.myanimelist.net/images/characters/11/414023.jpg
569,Nezumi,12,https://myanimelist.net/character/41182/Nezumi,3583,No.6,https://cdn.myanimelist.net/images/characters/6/123009.jpg
570,"Victoria, Seras",19,https://myanimelist.net/character/624/Seras_Victoria,3568,"Hellsing, Hellsing Ultimate, Hellsing: Digest for Freaks",https://cdn.myanimelist.net/images/characters/15/98944.jpg
571,"Yaguchi, Yatora",undefined,https://myanimelist.net/character/174463/Yatora_Yaguchi,3540,Blue Period,https://cdn.myanimelist.net/images/characters/9/391088.jpg
572,"Brown, Nicolas",34,https://myanimelist.net/character/41197/Nicolas_Brown,3526,"Gangsta., Gangsta. Recap",https://cdn.myanimelist.net/images/characters/4/222985.jpg
573,"Sarashina, Ruka",17,https://myanimelist.net/character/175269/Ruka_Sarashina,3524,"Kanojo, Okarishimasu: Date Movie, Kanojo, Okarishimasu 2nd Season: Date Movie, Kanojo, Okarishimasu",https://cdn.myanimelist.net/images/characters/11/409385.jpg
574,"Shigaraki, Tomura",undefined,https://myanimelist.net/character/122103/Tomura_Shigaraki,3520,"Boku no Hero Academia: Memories, Boku no Hero Academia, Boku no Hero Academia 2nd Season",https://cdn.myanimelist.net/images/characters/14/272139.jpg
575,"Stein, Franken",undefined,https://myanimelist.net/character/8446/Franken_Stein,3519,"Soul Eater, Soul Eater NOT!",https://cdn.myanimelist.net/images/characters/3/524076.jpg
576,"Kotoishi, Naru",6,https://myanimelist.net/character/31273/Naru_Kotoishi,3507,"Barakamon, Mijikamon",https://cdn.myanimelist.net/images/characters/14/271093.jpg
577,"Kanda, Yuu",17,https://myanimelist.net/character/140/Yuu_Kanda,3505,"D.Gray-man, D.Gray-man Hallow",https://cdn.myanimelist.net/images/characters/9/68714.jpg
578,"Nakamura, Yuri",undefined,https://myanimelist.net/character/22370/Yuri_Nakamura,3490,"Angel Beats!, Angel Beats! Specials, Kaginado Season 2",https://cdn.myanimelist.net/images/characters/7/119951.jpg
579,"Suou, Mikoto",24,https://myanimelist.net/character/64597/Mikoto_Suou,3484,"K, K: Seven Stories Movie 1 - R:B - Blaze, K: Seven Stories Movie 5 - Memory of Red - Burn",https://cdn.myanimelist.net/images/characters/6/552255.jpg
580,"Kurumizawa McDowell, Satanichia",undefined,https://myanimelist.net/character/143076/Satanichia_Kurumizawa_McDowell,3482,"Gabriel DropOut, Gabriel DropOut Specials",https://cdn.myanimelist.net/images/characters/12/339560.jpg
581,"Tokitou, Muichirou",undefined,https://myanimelist.net/character/151147/Muichirou_Tokitou,3478,"Kimetsu no Yaiba: Katanakaji no Sato-hen, Kimetsu no Yaiba, Kimetsu no Yaiba Movie: Mugen Ressha-hen",https://cdn.myanimelist.net/images/characters/5/464903.jpg
582,Totoro,undefined,https://myanimelist.net/character/269/Totoro,3475,"Tonari no Totoro, Mei to Koneko Bus",https://cdn.myanimelist.net/images/characters/16/81225.jpg
583,"Lagusa, Angelo",7,https://myanimelist.net/character/141202/Angelo_Lagusa,3471,"91 Days, 91 Days: Mijikai Rousoku, 91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita",https://cdn.myanimelist.net/images/characters/13/451351.jpg
584,"Hishiro, Chizuru",17,https://myanimelist.net/character/127643/Chizuru_Hishiro,3469,"ReLIFE, ReLIFE: Kanketsu-hen",https://cdn.myanimelist.net/images/characters/15/493288.jpg
585,"Ootori, Kyouya",17,https://myanimelist.net/character/23/Kyouya_Ootori,3469,Ouran Koukou Host Club,https://cdn.myanimelist.net/images/characters/13/90675.jpg
586,"Enma, Ai",400,https://myanimelist.net/character/1789/Ai_Enma,3459,"Jigoku Shoujo, Jigoku Shoujo Futakomori, Jigoku Shoujo Mitsuganae",https://cdn.myanimelist.net/images/characters/13/250047.jpg
587,"Niizuma, Eiji",15,https://myanimelist.net/character/16596/Eiji_Niizuma,3450,"Bakuman., Bakuman. 2nd Season, Bakuman. 3rd Season",https://cdn.myanimelist.net/images/characters/14/175495.jpg
588,"Kagari, Atsuko",undefined,https://myanimelist.net/character/81645/Atsuko_Kagari,3447,"Little Witch Academia, Little Witch Academia: Mahoujikake no Parade, Little Witch Academia (TV)",https://cdn.myanimelist.net/images/characters/3/288756.jpg
589,"Tenjou, Utena",undefined,https://myanimelist.net/character/747/Utena_Tenjou,3425,"Shoujo Kakumei Utena, Shoujo Kakumei Utena: Adolescence Mokushiroku",https://cdn.myanimelist.net/images/characters/4/332915.jpg
590,"Mitaka, Asa",undefined,https://myanimelist.net/character/213865/Asa_Mitaka,3420,,https://cdn.myanimelist.net/images/characters/13/509046.jpg
591,"Okazaki, Shinichi",15,https://myanimelist.net/character/1424/Shinichi_Okazaki,3420,Nana,https://cdn.myanimelist.net/images/characters/8/203311.jpg
592,Fern,undefined,https://myanimelist.net/character/188176/Fern,3416,"Sousou no Frieren, Sousou no Frieren: ●● no Mahou",https://cdn.myanimelist.net/images/characters/13/519083.jpg
593,"Joestar, Jonathan",12,https://myanimelist.net/character/8087/Jonathan_Joestar,3414,"JoJo no Kimyou na Bouken: Phantom Blood, JoJo no Kimyou na Bouken (TV), JoJo no Kimyou na Bouken: Phantom Blood Pilot",https://cdn.myanimelist.net/images/characters/10/182715.jpg
594,"Furuhashi, Fumino",undefined,https://myanimelist.net/character/148394/Fumino_Furuhashi,3395,"Bokutachi wa Benkyou ga Dekinai, Bokutachi wa Benkyou ga Dekinai!, Bokutachi wa Benkyou ga Dekinai! Chapel no Kane wa [X] wo Shukufuku Suru",https://cdn.myanimelist.net/images/characters/9/363075.jpg
595,"Baji, Keisuke",14,https://myanimelist.net/character/173220/Keisuke_Baji,3371,"Tokyo Revengers, Chibi Revenger, Tokyo Revengers: Seiya Kessen-hen",https://cdn.myanimelist.net/images/characters/10/387998.jpg
596,Uta,undefined,https://myanimelist.net/character/93343/Uta,3357,"Tokyo Ghoul, Tokyo Ghoul √A, Tokyo Ghoul:re",https://cdn.myanimelist.net/images/characters/13/259327.jpg
597,"Takasugi, Shinsuke",27,https://myanimelist.net/character/2948/Shinsuke_Takasugi,3357,"Gintama., Gintama, Gintama: Shiroyasha Koutan",https://cdn.myanimelist.net/images/characters/13/303201.jpg
598,Kuroyukihime,14,https://myanimelist.net/character/46305/Kuroyukihime,3346,"Accel World, Accel World: Acchel World., Accel World EX",https://cdn.myanimelist.net/images/characters/3/185407.jpg
599,"Furukawa, Akio",undefined,https://myanimelist.net/character/7095/Akio_Furukawa,3336,"Clannad Movie, Clannad, Clannad: After Story",https://cdn.myanimelist.net/images/characters/12/534708.jpg
600,"Wolfwood, Nicholas D.",18,https://myanimelist.net/character/722/Nicholas_D_Wolfwood,3331,"Trigun, Trigun: Badlands Rumble, Trigun Stampede",https://cdn.myanimelist.net/images/characters/2/89610.jpg
601,Yin,undefined,https://myanimelist.net/character/2163/Yin,3321,"Darker than Black: Kuro no Keiyakusha, Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita, Darker than Black: Kuro no Keiyakusha Gaiden",https://cdn.myanimelist.net/images/characters/2/80129.jpg
602,"Koito, Yuu",15,https://myanimelist.net/character/137994/Yuu_Koito,3307,Yagate Kimi ni Naru,https://cdn.myanimelist.net/images/characters/9/335726.jpg
603,Chii,undefined,https://myanimelist.net/character/227/Chii,3287,"Chobits, Chobits Recap, Tsubasa Chronicle",https://cdn.myanimelist.net/images/characters/6/92991.jpg
604,"Portor, Feitan",undefined,https://myanimelist.net/character/3195/Feitan_Portor,3281,"Hunter x Hunter, Hunter x Hunter: Original Video Animation, Hunter x Hunter: Greed Island",https://cdn.myanimelist.net/images/characters/10/174721.jpg
605,Gin,undefined,https://myanimelist.net/character/41311/Gin,3262,Hotarubi no Mori e,https://cdn.myanimelist.net/images/characters/2/160251.jpg
606,"Kagamihara, Nadeshiko",undefined,https://myanimelist.net/character/152120/Nadeshiko_Kagamihara,3261,"Yuru Camp△, Yuru Camp△ Specials, Yuru Camp△ Season 2",https://cdn.myanimelist.net/images/characters/2/366169.jpg
607,Beatrice,undefined,https://myanimelist.net/character/118767/Beatrice,3261,"Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow - Manner Movie, Re:Zero kara Hajimeru Isekai Seikatsu, Re:Zero kara Hajimeru Break Time",https://cdn.myanimelist.net/images/characters/11/315230.jpg
608,Shin-ah,18,https://myanimelist.net/character/67749/Shin-ah,3258,"Akatsuki no Yona, Akatsuki no Yona OVA",https://cdn.myanimelist.net/images/characters/12/312327.jpg
609,"Maou, Sadao",undefined,https://myanimelist.net/character/70733/Sadao_Maou,3256,"Hataraku Maou-sama!, Hataraku Maou-sama!!, Hataraku Maou-sama!! 2nd Season",https://cdn.myanimelist.net/images/characters/3/183237.jpg
610,San,undefined,https://myanimelist.net/character/2727/San,3256,Mononoke Hime,https://cdn.myanimelist.net/images/characters/10/198811.jpg
611,"Yoshida, Haru",17,https://myanimelist.net/character/37687/Haru_Yoshida,3255,"Tonari no Kaibutsu-kun, Tonari no Kaibutsu-kun: Tonari no Gokudou-kun",https://cdn.myanimelist.net/images/characters/3/183461.jpg
612,Yami Yuugi,3000,https://myanimelist.net/character/1375/Yami_Yuugi,3249,"Yu☆Gi☆Oh! Duel Monsters, Yu☆Gi☆Oh!, Yu☆Gi☆Oh! Hikari no Pyramid",https://cdn.myanimelist.net/images/characters/13/78304.jpg
613,"Hitachiin, Kaoru",16,https://myanimelist.net/character/24/Kaoru_Hitachiin,3248,Ouran Koukou Host Club,https://cdn.myanimelist.net/images/characters/9/48469.jpg
614,"Nifuji, Hirotaka",26,https://myanimelist.net/character/134463/Hirotaka_Nifuji,3243,"Wotaku ni Koi wa Muzukashii, Wotaku ni Koi wa Muzukashii OVA",https://cdn.myanimelist.net/images/characters/3/348857.jpg
615,"Tachibana, Taki",17,https://myanimelist.net/character/136805/Taki_Tachibana,3240,"Kimi no Na wa., Suntory Minami Alps no Tennensui",https://cdn.myanimelist.net/images/characters/6/311593.jpg
616,"Urabe, Mikoto",17,https://myanimelist.net/character/7089/Mikoto_Urabe,3240,"Nazo no Kanojo X, Nazo no Kanojo X: Nazo no Natsu Matsuri",https://cdn.myanimelist.net/images/characters/5/168007.jpg
617,"Kashiwazaki, Sena",undefined,https://myanimelist.net/character/37514/Sena_Kashiwazaki,3235,"Boku wa Tomodachi ga Sukunai, Boku wa Tomodachi ga Sukunai: Yaminabe wa Bishoujo ga Zannen na Nioi, Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai",https://cdn.myanimelist.net/images/characters/13/132289.jpg
618,"Akise, Aru",14,https://myanimelist.net/character/8306/Aru_Akise,3232,"Mirai Nikki (TV), Mirai Nikki (TV): Ura Mirai Nikki, Mirai Nikki: Redial",https://cdn.myanimelist.net/images/characters/13/144245.jpg
619,"Keehl, Mihael",13,https://myanimelist.net/character/463/Mihael_Keehl,3227,"Death Note, Death Note: Rewrite",https://cdn.myanimelist.net/images/characters/2/31498.jpg
620,Mumen Rider,25,https://myanimelist.net/character/81935/Mumen_Rider,3225,"One Punch Man, One Punch Man 2nd Season, One Punch Man 2nd Season Specials",https://cdn.myanimelist.net/images/characters/15/344059.jpg
621,"Takami, Keigo",undefined,https://myanimelist.net/character/162597/Keigo_Takami,3219,"Boku no Hero Academia 4th Season, Boku no Hero Academia the Movie 2: Heroes:Rising, Boku no Hero Academia 5th Season",https://cdn.myanimelist.net/images/characters/5/408739.jpg
622,"Kurono, Kei",17,https://myanimelist.net/character/2867/Kei_Kurono,3219,"Gantz, Gantz 2nd Stage, Gantz:O",https://cdn.myanimelist.net/images/characters/16/513810.jpg
623,Tanaka,undefined,https://myanimelist.net/character/96065/Tanaka,3215,"Tanaka-kun wa Itsumo Kedaruge, Tanaka-kun wa Kyou mo Kedaruge, Tanaka-kun wa Itsumo Kedaruge Specials",https://cdn.myanimelist.net/images/characters/3/301027.jpg
624,"Kawamoto, Hinata",13,https://myanimelist.net/character/24312/Hinata_Kawamoto,3212,"3-gatsu no Lion, 3-gatsu no Lion Recap, 3-gatsu no Lion 2nd Season",https://cdn.myanimelist.net/images/characters/6/320379.jpg
625,"Amane, Suzuha",18,https://myanimelist.net/character/35255/Suzuha_Amane,3210,"Steins;Gate 0, Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero, Steins;Gate 0: Kesshou Takei no Valentine - Bittersweet Intermedio",https://cdn.myanimelist.net/images/characters/3/148223.jpg
626,Ouzen,50,https://myanimelist.net/character/140106/Ouzen,3200,"Made in Abyss, Made in Abyss Movie 3: Fukaki Tamashii no Reimei, Made in Abyss Movie 1: Tabidachi no Yoake",https://cdn.myanimelist.net/images/characters/11/358342.jpg
627,"Donquixote, Rosinante",26,https://myanimelist.net/character/113609/Rosinante_Donquixote,3200,"One Piece, One Piece: Dai Tannou Kikaku! ""Shi no Gekai"" Trafalgar Law",https://cdn.myanimelist.net/images/characters/13/288038.jpg
628,"Kawashima, Ami",undefined,https://myanimelist.net/character/13725/Ami_Kawashima,3198,"Toradora!, Toradora!: SOS! Kuishinbou Banbanzai, Toradora!: Bentou no Gokui",https://cdn.myanimelist.net/images/characters/3/103093.jpg
629,"Okumura, Eiji",undefined,https://myanimelist.net/character/21928/Eiji_Okumura,3194,Banana Fish,https://cdn.myanimelist.net/images/characters/9/361570.jpg
630,Pochita,undefined,https://myanimelist.net/character/174750/Pochita,3171,Chainsaw Man,https://cdn.myanimelist.net/images/characters/7/391655.jpg
631,"Mashima, Taichi",undefined,https://myanimelist.net/character/47167/Taichi_Mashima,3157,"Chihayafuru, Chihayafuru 2, Chihayafuru 2: Waga Miyo ni Furu Nagame Shima ni",https://cdn.myanimelist.net/images/characters/6/239401.jpg
632,"Akashiya, Moka",15,https://myanimelist.net/character/3861/Moka_Akashiya,3154,"Rosario to Vampire, Rosario to Vampire Capu2",https://cdn.myanimelist.net/images/characters/11/78827.jpg
633,"Ainsworth, Elias",undefined,https://myanimelist.net/character/109085/Elias_Ainsworth,3145,"Mahoutsukai no Yome, MahoYome: Aisatsu, MahoYome",https://cdn.myanimelist.net/images/characters/4/278307.jpg
634,"Ooto, Ai",undefined,https://myanimelist.net/character/190157/Ai_Ooto,3144,"Wonder Egg Priority, Wonder Egg Priority: Watashi no Priority",https://cdn.myanimelist.net/images/characters/10/431621.jpg
635,"Wallenstein, Ais",undefined,https://myanimelist.net/character/92227/Ais_Wallenstein,3143,"Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria, Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka, Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA",https://cdn.myanimelist.net/images/characters/14/328382.jpg
636,"Kazehaya, Shouta",17,https://myanimelist.net/character/13531/Shouta_Kazehaya,3129,"Kimi ni Todoke, Kimi ni Todoke 2nd Season, Kimi ni Todoke 2nd Season: Minitodo Gekijou",https://cdn.myanimelist.net/images/characters/9/76844.jpg
637,Envy,undefined,https://myanimelist.net/character/651/Envy,3122,"Fullmetal Alchemist, Fullmetal Alchemist: The Conqueror of Shamballa, Fullmetal Alchemist: Reflections",https://cdn.myanimelist.net/images/characters/14/79027.jpg
638,"Enoshima, Junko",17,https://myanimelist.net/character/65523/Junko_Enoshima,3121,"Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen, Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation, Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen",https://cdn.myanimelist.net/images/characters/3/554960.jpg
639,Lupin III,undefined,https://myanimelist.net/character/1044/Lupin_III,3119,"Lupin III, Lupin III: Alcatraz Connection, Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori",https://cdn.myanimelist.net/images/characters/5/313502.jpg
640,"Kyouraku, Jirou Souzousuke Shunsui",undefined,https://myanimelist.net/character/1088/Jirou_Souzousuke_Shunsui_Kyouraku,3112,"Bleach, Bleach: The Sealed Sword Frenzy, Bleach Movie 1: Memories of Nobody",https://cdn.myanimelist.net/images/characters/14/33242.jpg
641,"Hua, Cheng",undefined,https://myanimelist.net/character/175937/Cheng_Hua,3111,"Tian Guan Cifu, Tian Guan Cifu Special, Tian Guan Cifu Er",https://cdn.myanimelist.net/images/characters/2/394616.jpg
